Subject,Description,Service,Impact,Status
Password reset requested for executive account EXT-6065,Batch imported ticket for Password reset requested for executive account EXT-6065. This issue was detected by external monitoring system. Please investigate the access logs for ID EXT-6065. User IP: 121.249.203.168,access,Medium,open
API Latency increased for /v1/products/list - EXT-9716,Batch imported ticket for API Latency increased for /v1/products/list - EXT-9716. This issue was detected by external monitoring system. Please investigate the application logs for ID EXT-9716. User IP: 112.51.31.5,application,Critical,resolved
Database backup failure for instance EXT-1086 on S3,Batch imported ticket for Database backup failure for instance EXT-1086 on S3. This issue was detected by external monitoring system. Please investigate the database logs for ID EXT-1086. User IP: 223.235.6.243,database,Medium,open
Disk space low (95%) on shared drive EXT-6085,Batch imported ticket for Disk space low (95%) on shared drive EXT-6085. This issue was detected by external monitoring system. Please investigate the storage logs for ID EXT-6085. User IP: 162.150.127.42,storage,Low,in_progress
EFS mount failure on instance EXT-8009,Batch imported ticket for EFS mount failure on instance EXT-8009. This issue was detected by external monitoring system. Please investigate the storage logs for ID EXT-8009. User IP: 34.171.232.166,storage,Critical,resolved
S3 bucket EXT-6350 access denied for service role,Batch imported ticket for S3 bucket EXT-6350 access denied for service role. This issue was detected by external monitoring system. Please investigate the storage logs for ID EXT-6350. User IP: 189.106.170.103,storage,High,resolved
Unusual login activity detected for account EXT-9431,Batch imported ticket for Unusual login activity detected for account EXT-9431. This issue was detected by external monitoring system. Please investigate the security logs for ID EXT-9431. User IP: 7.147.172.76,security,Medium,in_progress
Unusual login activity detected for account EXT-3717,Batch imported ticket for Unusual login activity detected for account EXT-3717. This issue was detected by external monitoring system. Please investigate the security logs for ID EXT-3717. User IP: 223.206.102.39,security,Low,in_progress
VPC Peering connection EXT-4331 dropped packets detected,Batch imported ticket for VPC Peering connection EXT-4331 dropped packets detected. This issue was detected by external monitoring system. Please investigate the infrastructure logs for ID EXT-4331. User IP: 100.192.50.77,infrastructure,High,resolved
Connection pool exhaustion on microservice EXT-8436,Batch imported ticket for Connection pool exhaustion on microservice EXT-8436. This issue was detected by external monitoring system. Please investigate the database logs for ID EXT-8436. User IP: 161.13.112.114,database,Low,in_progress
VPN tunnel EXT-7323 status changed to Down,Batch imported ticket for VPN tunnel EXT-7323 status changed to Down. This issue was detected by external monitoring system. Please investigate the network logs for ID EXT-7323. User IP: 10.122.14.191,network,Low,in_progress
Unusual login activity detected for account EXT-3369,Batch imported ticket for Unusual login activity detected for account EXT-3369. This issue was detected by external monitoring system. Please investigate the security logs for ID EXT-3369. User IP: 221.50.232.16,security,High,resolved
Password reset requested for executive account EXT-3248,Batch imported ticket for Password reset requested for executive account EXT-3248. This issue was detected by external monitoring system. Please investigate the access logs for ID EXT-3248. User IP: 103.55.151.137,access,Low,in_progress
S3 bucket EXT-1910 access denied for service role,Batch imported ticket for S3 bucket EXT-1910 access denied for service role. This issue was detected by external monitoring system. Please investigate the storage logs for ID EXT-1910. User IP: 100.163.4.214,storage,Critical,resolved
Load Balancer EXT-2229 health check failures in Region-B,Batch imported ticket for Load Balancer EXT-2229 health check failures in Region-B. This issue was detected by external monitoring system. Please investigate the infrastructure logs for ID EXT-2229. User IP: 29.23.47.138,infrastructure,Critical,resolved
Role-based access change request for team EXT-7982,Batch imported ticket for Role-based access change request for team EXT-7982. This issue was detected by external monitoring system. Please investigate the access logs for ID EXT-7982. User IP: 7.100.161.115,access,Low,resolved
User session timeout issue on mobile app version EXT-9168,Batch imported ticket for User session timeout issue on mobile app version EXT-9168. This issue was detected by external monitoring system. Please investigate the application logs for ID EXT-9168. User IP: 11.93.106.7,application,High,in_progress
DNS resolution failure for internal host EXT-9801,Batch imported ticket for DNS resolution failure for internal host EXT-9801. This issue was detected by external monitoring system. Please investigate the network logs for ID EXT-9801. User IP: 39.155.89.139,network,Medium,open
VPN tunnel EXT-6783 status changed to Down,Batch imported ticket for VPN tunnel EXT-6783 status changed to Down. This issue was detected by external monitoring system. Please investigate the network logs for ID EXT-6783. User IP: 165.4.237.198,network,Low,in_progress
API Latency increased for /v1/products/list - EXT-7564,Batch imported ticket for API Latency increased for /v1/products/list - EXT-7564. This issue was detected by external monitoring system. Please investigate the application logs for ID EXT-7564. User IP: 67.238.113.52,application,Medium,in_progress
EFS mount failure on instance EXT-4602,Batch imported ticket for EFS mount failure on instance EXT-4602. This issue was detected by external monitoring system. Please investigate the storage logs for ID EXT-4602. User IP: 173.193.97.52,storage,Medium,in_progress
Payment gateway 500 status on /checkout/EXT-4128,Batch imported ticket for Payment gateway 500 status on /checkout/EXT-4128. This issue was detected by external monitoring system. Please investigate the application logs for ID EXT-4128. User IP: 186.253.225.62,application,Critical,in_progress
Role-based access change request for team EXT-1542,Batch imported ticket for Role-based access change request for team EXT-1542. This issue was detected by external monitoring system. Please investigate the access logs for ID EXT-1542. User IP: 232.168.20.69,access,Critical,resolved
DNS resolution failure for internal host EXT-2645,Batch imported ticket for DNS resolution failure for internal host EXT-2645. This issue was detected by external monitoring system. Please investigate the network logs for ID EXT-2645. User IP: 243.148.173.27,network,Medium,resolved
Database backup failure for instance EXT-7670 on S3,Batch imported ticket for Database backup failure for instance EXT-7670 on S3. This issue was detected by external monitoring system. Please investigate the database logs for ID EXT-7670. User IP: 77.69.125.142,database,Medium,open
VPN tunnel EXT-8587 status changed to Down,Batch imported ticket for VPN tunnel EXT-8587 status changed to Down. This issue was detected by external monitoring system. Please investigate the network logs for ID EXT-8587. User IP: 108.56.4.131,network,Medium,in_progress
